{Acanthoscurria_cioides, Pterocles_rufus} {Bradypodion_grunniens, Nyroca_monedula}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Pterocles_rufus, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ptyodactylus_valliceps, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Ardea_macrops}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Chlamydotis_nelsonii}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Ethmostigmus_salamandra}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Gallinago_leporosum}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Gypaetus_carinata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Holaspis_subcinctus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Allobates_similis, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Chlamydotis_nelsonii}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Ethmostigmus_salamandra}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Gallinago_leporosum}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Gypaetus_carinata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Holaspis_subcinctus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ardea_macrops, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Holaspis_subcinctus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Holaspis_subcinctus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Gypaetus_carinata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Holaspis_subcinctus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gallinago_leporosum, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Holaspis_subcinctus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Gypaetus_carinata, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Holaspis_subcinctus, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Nyctixalus_stagnalis}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Opheodrys_fimbriatus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ophisops_mysticetus, Oxyura_medici}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ophisops_mysticetus, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ophisops_mysticetus, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ophisops_mysticetus, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Oxyura_medici, Phoca_bimaculata}
{Nyroca_monedula, Rangifer_nigrolineatus} {Oxyura_medici, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Oxyura_medici, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Oxyura_medici, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Phoca_bimaculata, Pterocles_rufus}
{Nyroca_monedula, Rangifer_nigrolineatus} {Phoca_bimaculata, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Phoca_bimaculata, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Pterocles_rufus, Ptyodactylus_valliceps}
{Nyroca_monedula, Rangifer_nigrolineatus} {Pterocles_rufus, Trapelus_mexicana}
{Nyroca_monedula, Rangifer_nigrolineatus} {Ptyodactylus_valliceps, Trapelus_mexicana}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Allobates_similis}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Bradypodion_grunniens}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Gallinago_leporosum}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Holaspis_subcinctus}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Lampropeltis_subglobosa}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Bradypodion_grunniens}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Ethmostigmus_salamandra}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Gallinago_leporosum}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Holaspis_subcinctus}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Lampropeltis_subglobosa}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Allobates_similis, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Ethmostigmus_salamandra}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Gallinago_leporosum}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Holaspis_subcinctus}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Lampropeltis_subglobosa}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Bradypodion_grunniens, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Holaspis_subcinctus}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Lampropeltis_subglobosa}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Gallinago_leporosum, Holaspis_subcinctus}
{Ophisops_mysticetus, Oxyura_medici} {Gallinago_leporosum, Lampropeltis_subglobosa}
{Ophisops_mysticetus, Oxyura_medici} {Gallinago_leporosum, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Gallinago_leporosum, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Ophisops_mysticetus, Oxyura_medici} {Holaspis_subcinctus, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Holaspis_subcinctus, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Holaspis_subcinctus, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Lampropeltis_subglobosa, Nyroca_monedula}
{Ophisops_mysticetus, Oxyura_medici} {Lampropeltis_subglobosa, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Nyroca_monedula, Opheodrys_fimbriatus}
{Ophisops_mysticetus, Oxyura_medici} {Nyroca_monedula, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Nyroca_monedula, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Opheodrys_fimbriatus, Phoca_bimaculata}
{Ophisops_mysticetus, Oxyura_medici} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Ophisops_mysticetus, Oxyura_medici} {Phoca_bimaculata, Ptyodactylus_valliceps}
